area_type,total_sqft,bath,price,bhk,Electronic City,Hebbal,Kanakpura Road,Marathahalli,Raja Rajeshwari Nagar,Sarjapur  Road,Thanisandra,Uttarahalli,Whitefield,Yelahanka,other
2.0,1145.0,2,100.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1085.0,2,70.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1169.0,2,64.0,2,0,0,0,0,0,0,0,0,0,0,1
0.0,1150.0,4,110.0,4,0,0,0,0,0,0,0,0,0,0,1
2.0,997.0,2,53.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1000.0,2,60.0,2,0,0,0,0,0,0,0,0,0,0,1
1.0,1000.0,2,60.0,2,0,0,0,0,0,0,0,0,0,0,1
0.0,1165.0,2,75.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1787.0,3,123.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,750.0,1,25.5,1,0,0,0,0,0,0,0,0,0,0,1
1.0,1200.0,3,67.77,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1230.0,2,66.25,2,0,0,0,0,0,0,0,0,0,0,1
0.0,1220.0,2,80.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1690.0,3,85.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1130.0,2,78.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1199.0,2,85.0,2,0,0,0,0,0,0,0,0,0,0,1
1.0,5000.0,4,290.0,4,0,0,0,0,0,0,0,0,0,0,1
1.0,1200.0,2,78.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1751.0,2,115.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1255.0,2,79.0,2,0,0,0,0,0,0,0,0,0,0,1
0.0,580.0,1,27.0,1,0,0,0,0,0,0,0,0,0,0,1
2.0,1197.0,2,63.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1705.0,3,110.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1132.0,2,67.9,2,0,0,0,0,0,0,0,0,0,0,1
0.0,814.0,2,55.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,2006.8,4,196.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1590.0,3,120.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1090.0,2,59.8,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1108.0,2,87.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1197.0,2,79.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1749.0,3,117.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1691.0,3,104.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1750.0,3,130.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1450.0,3,100.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1810.0,3,126.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1420.0,3,85.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,2658.0,5,187.0,4,0,0,0,0,0,0,0,0,0,0,1
2.0,1450.0,2,89.6,3,0,0,0,0,0,0,0,0,0,0,1
0.0,2254.0,3,170.0,3,0,0,0,0,0,0,0,0,0,0,1
0.0,1560.0,2,145.0,2,0,0,0,0,0,0,0,0,0,0,1
1.0,1200.0,2,66.0,3,0,0,0,0,0,0,0,0,0,0,1
0.0,1340.0,2,77.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1205.0,2,70.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1051.0,2,60.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,2500.0,4,260.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1665.0,3,105.0,3,0,0,0,0,0,0,0,0,0,0,1
1.0,2300.0,4,200.0,4,0,0,0,0,0,0,0,0,0,0,1
2.0,1210.0,2,76.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1351.0,2,77.0,2,0,0,0,0,0,0,0,0,0,0,1
0.0,418.0,1,12.0,1,0,0,0,0,0,0,0,0,0,0,1
2.0,2370.0,4,195.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1847.0,3,135.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1430.0,2,110.0,2,0,0,0,0,0,0,0,0,0,0,1
1.0,1350.0,3,85.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1590.0,3,96.5,3,0,0,0,0,0,0,0,0,0,0,1
0.0,1286.0,3,67.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1554.0,3,130.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1749.0,3,112.0,3,0,0,0,0,0,0,0,0,0,0,1
1.0,1632.0,3,128.0,4,0,0,0,0,0,0,0,0,0,0,1
2.0,1065.0,2,58.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1520.0,2,96.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1342.0,2,115.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1295.0,2,95.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1046.0,2,75.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1950.0,3,165.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1610.0,3,84.53,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1000.0,3,60.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1174.0,2,75.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1314.0,2,78.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1010.0,2,55.0,2,0,0,0,0,0,0,0,0,0,0,1
0.0,1636.0,3,97.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1520.0,2,125.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1418.0,2,104.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1494.0,2,94.55,3,0,0,0,0,0,0,0,0,0,0,1
0.0,1445.0,2,105.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1397.0,3,105.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,606.0,1,40.0,1,0,0,0,0,0,0,0,0,0,0,1
2.0,1200.0,2,62.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1139.0,2,60.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1530.0,3,105.0,3,0,0,0,0,0,0,0,0,0,0,1
1.0,1200.0,3,72.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1856.0,3,120.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1036.0,2,59.45,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1804.0,3,115.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,2100.0,3,120.0,3,0,0,0,0,0,0,0,0,0,0,1
1.0,1000.0,1,75.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1254.0,2,70.0,3,0,0,0,0,0,0,0,0,0,0,1
0.0,940.0,2,49.0,2,0,0,0,0,0,0,0,0,0,0,1
0.0,1280.0,2,80.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,4260.0,4,272.0,4,0,0,0,0,0,0,0,0,0,0,1
2.0,1388.0,3,69.99,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1252.0,3,63.0,3,0,0,0,0,0,0,0,0,0,0,1
0.0,1170.0,2,86.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1486.0,3,83.22,3,0,0,0,0,0,0,0,0,0,0,1
1.0,555.0,1,37.0,2,0,0,0,0,0,0,0,0,0,0,1
1.0,4830.0,5,390.0,4,0,0,0,0,0,0,0,0,0,0,1
0.0,850.0,2,75.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1071.0,2,62.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,2266.0,3,169.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,2065.0,3,130.0,3,0,0,0,0,0,0,0,0,0,0,1
0.0,1150.0,2,125.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1884.0,3,98.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1145.0,2,75.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,950.0,2,55.0,2,0,0,0,0,0,0,0,0,0,0,1
0.0,2111.0,4,120.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1750.0,3,136.0,3,0,0,0,0,0,0,0,0,0,0,1
1.0,1200.0,2,63.0,2,0,0,0,0,0,0,0,0,0,0,1
1.0,1200.0,4,110.0,4,0,0,0,0,0,0,0,0,0,0,1
2.0,2400.0,1,200.0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,615.0,1,24.0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,3080.0,2,285.0,4,0,0,0,0,0,0,0,0,0,0,1
1.0,1200.0,2,130.0,4,0,0,0,0,0,0,0,0,0,0,1
2.0,1058.0,2,85.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1350.0,2,80.99,3,0,0,0,0,0,0,0,0,0,0,1
2.0,450.0,1,25.0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,1100.0,2,70.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1060.0,2,65.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1200.0,2,75.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1100.0,2,85.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,680.0,1,32.64,1,0,0,0,0,0,0,0,0,0,0,1
2.0,1925.0,3,110.0,3,0,0,0,0,0,0,0,0,0,0,1
0.0,502.0,1,25.0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,3339.0,3,250.0,3,0,0,0,0,0,0,0,0,0,0,1
0.0,1475.0,2,74.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1300.0,2,75.0,2,0,0,0,0,0,0,0,0,0,0,1
1.0,4400.0,4,350.0,5,0,0,0,0,0,0,0,0,0,0,1
2.0,1559.0,3,120.0,3,0,0,0,0,0,0,0,0,0,0,1
1.0,1300.0,3,75.0,4,0,0,0,0,0,0,0,0,0,0,1
0.0,1550.0,2,79.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1483.0,2,98.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1036.0,2,110.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1460.0,2,75.0,3,0,0,0,0,0,0,0,0,0,0,1
0.0,2162.0,3,200.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1221.0,3,72.0,3,0,0,0,0,0,0,0,0,0,0,1
0.0,2550.0,4,149.0,4,0,0,0,0,0,0,0,0,0,0,1
0.0,1400.0,3,70.0,3,0,0,0,0,0,0,0,0,0,0,1
1.0,600.0,2,55.0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,710.0,2,40.0,1,0,0,0,0,0,0,0,0,0,0,1
2.0,2061.0,3,175.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1031.0,2,55.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1210.0,2,74.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1418.0,2,105.0,2,0,0,0,0,0,0,0,0,0,0,1
1.0,1200.0,2,65.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1825.0,3,175.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1275.0,2,87.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,946.0,2,58.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1110.0,2,58.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1832.0,3,125.0,3,0,0,0,0,0,0,0,0,0,0,1
1.0,1100.0,5,121.0,4,0,0,0,0,0,0,0,0,0,0,1
2.0,1205.0,2,62.9,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1080.0,2,62.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1265.0,2,78.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1300.0,2,75.0,3,0,0,0,0,0,0,0,0,0,0,1
1.0,1200.0,3,96.25,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1250.0,2,65.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1265.0,2,65.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1045.0,2,58.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,412.5,1,19.8,1,0,0,0,0,0,0,0,0,0,0,1
2.0,1100.0,2,62.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,2774.0,4,208.0,4,0,0,0,0,0,0,0,0,0,0,1
2.0,700.0,1,30.84,1,0,0,0,0,0,0,0,0,0,0,1
2.0,1132.0,2,89.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1359.0,2,104.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,2631.0,3,200.0,4,0,0,0,0,0,0,0,0,0,0,1
0.0,600.0,1,30.0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,1200.0,1,125.0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,830.0,2,60.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1009.0,2,56.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1800.0,3,195.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1500.0,2,88.0,2,0,0,0,0,0,0,0,0,0,0,1
0.0,2792.0,4,220.0,4,0,0,0,0,0,0,0,0,0,0,1
0.0,700.0,1,59.0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,1518.0,3,76.0,3,0,0,0,0,0,0,0,0,0,0,1
0.0,1495.0,2,75.0,3,0,0,0,0,0,0,0,0,0,0,1
0.0,1575.0,2,90.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1500.0,3,95.0,3,0,0,0,0,0,0,0,0,0,0,1
0.0,1450.0,2,81.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1650.0,3,110.0,3,0,0,0,0,0,0,0,0,0,0,1
0.0,856.0,2,48.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1143.0,2,62.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1290.0,2,120.0,2,0,0,0,0,0,0,0,0,0,0,1
0.0,1117.0,2,110.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1724.0,3,124.0,3,0,0,0,0,0,0,0,0,0,0,1
1.0,1200.0,4,90.0,4,0,0,0,0,0,0,0,0,0,0,1
2.0,600.0,1,43.0,1,0,0,0,0,0,0,0,0,0,0,1
2.0,957.0,2,53.0,2,0,0,0,0,0,0,0,0,0,0,1
0.0,925.0,2,48.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1115.0,2,61.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,760.0,1,24.9,1,0,0,0,0,0,0,0,0,0,0,1
2.0,1341.0,2,75.76,2,0,0,0,0,0,0,0,0,0,0,1
1.0,1200.0,3,70.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1679.0,3,92.13,3,0,0,0,0,0,0,0,0,0,0,1
0.0,2675.0,4,290.0,4,0,0,0,0,0,0,0,0,0,0,1
2.0,500.0,1,31.0,1,0,0,0,0,0,0,0,0,0,0,1
2.0,950.0,2,60.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1300.0,2,98.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1020.0,2,52.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,670.0,1,36.85,1,0,0,0,0,0,0,0,0,0,0,1
0.0,1477.0,2,80.0,3,0,0,0,0,0,0,0,0,0,0,1
0.0,1253.0,2,65.8,2,0,0,0,0,0,0,0,0,0,0,1
0.0,750.0,2,40.0,2,0,0,0,0,0,0,0,0,0,0,1
0.0,1615.0,3,115.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1793.0,3,98.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,2017.0,2,125.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,400.0,1,10.0,1,0,0,0,0,0,0,0,0,0,0,1
2.0,1246.0,2,67.4,2,0,0,0,0,0,0,0,0,0,0,1
1.0,1200.0,3,128.0,3,0,0,0,0,0,0,0,0,0,0,1
1.0,1020.0,2,62.0,2,0,0,0,0,0,0,0,0,0,0,1
1.0,600.0,2,35.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1685.0,3,100.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1210.0,2,83.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1482.0,3,86.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,3300.0,5,318.0,4,0,0,0,0,0,0,0,0,0,0,1
2.0,1210.0,2,85.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1532.0,3,98.13,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1245.0,2,110.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,2257.0,3,159.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1246.0,2,65.4,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1360.0,2,85.0,3,0,0,0,0,0,0,0,0,0,0,1
0.0,1200.0,3,110.0,4,0,0,0,0,0,0,0,0,0,0,1
2.0,1418.0,2,104.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1020.0,2,55.0,2,0,0,0,0,0,0,0,0,0,0,1
1.0,1440.0,4,88.0,4,0,0,0,0,0,0,0,0,0,0,1
2.0,1175.0,2,69.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,2250.0,3,113.0,3,0,0,0,0,0,0,0,0,0,0,1
1.0,540.0,1,16.5,1,0,0,0,0,0,0,0,0,0,0,1
2.0,1194.0,2,71.64,2,0,0,0,0,0,0,0,0,0,0,1
0.0,600.0,1,43.0,1,0,0,0,0,0,0,0,0,0,0,1
2.0,1200.0,2,75.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,985.0,2,55.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,982.0,2,55.0,2,0,0,0,0,0,0,0,0,0,0,1
0.0,600.0,1,20.0,1,0,0,0,0,0,0,0,0,0,0,1
2.0,1314.0,2,68.8,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1077.0,2,93.0,2,0,0,0,0,0,0,0,0,0,0,1
1.0,1200.0,3,67.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1085.0,2,64.0,2,0,0,0,0,0,0,0,0,0,0,1
1.0,750.0,1,30.0,1,0,0,0,0,0,0,0,0,0,0,1
2.0,1525.84,3,117.0,3,0,0,0,0,0,0,0,0,0,0,1
0.0,1030.0,2,80.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1852.0,2,95.0,3,0,0,0,0,0,0,0,0,0,0,1
0.0,918.0,2,49.0,2,0,0,0,0,0,0,0,0,0,0,1
0.0,1150.0,2,69.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1198.0,2,82.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,2072.0,4,139.0,3,0,0,0,0,0,0,0,0,0,0,1
0.0,1350.0,2,68.0,3,0,0,0,0,0,0,0,0,0,0,1
0.0,2500.0,4,200.0,4,0,0,0,0,0,0,0,0,0,0,1
2.0,2215.0,4,160.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,2700.0,4,260.0,4,0,0,0,0,0,0,0,0,0,0,1
2.0,1500.0,2,90.0,3,0,0,0,0,0,0,0,0,0,0,1
1.0,900.0,2,55.0,2,0,0,0,0,0,0,0,0,0,0,1
1.0,1006.0,2,57.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1310.0,2,68.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1390.0,2,86.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1390.0,2,76.45,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1200.0,2,69.0,3,0,0,0,0,0,0,0,0,0,0,1
0.0,675.0,1,45.0,1,0,0,0,0,0,0,0,0,0,0,1
2.0,1690.0,3,85.0,3,0,0,0,0,0,0,0,0,0,0,1
0.0,850.0,1,57.0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,1680.0,3,117.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1047.0,2,84.0,2,0,0,0,0,0,0,0,0,0,0,1
0.0,1100.0,2,85.0,3,0,0,0,0,0,0,0,0,0,0,1
0.0,1148.0,2,59.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1465.0,2,76.0,3,0,0,0,0,0,0,0,0,0,0,1
1.0,3401.0,5,230.0,4,0,0,0,0,0,0,0,0,0,0,1
2.0,1850.0,3,150.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1760.0,3,160.0,3,0,0,0,0,0,0,0,0,0,0,1
0.0,1100.0,2,78.0,2,0,0,0,0,0,0,0,0,0,0,1
1.0,1180.0,2,74.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1343.0,2,86.0,2,0,0,0,0,0,0,0,0,0,0,1
0.0,1184.0,2,69.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1540.0,3,85.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1762.0,3,112.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1200.0,2,66.5,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1199.0,2,86.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,2000.0,3,120.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1047.0,2,83.0,2,0,0,0,0,0,0,0,0,0,0,1
1.0,1200.0,2,76.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1645.0,3,100.0,3,0,0,0,0,0,0,0,0,0,0,1
0.0,870.0,2,65.0,2,0,0,0,0,0,0,0,0,0,0,1
0.0,2000.0,3,145.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1766.0,3,130.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,500.0,1,15.0,1,0,0,0,0,0,0,0,0,0,0,1
2.0,680.0,1,46.0,1,0,0,0,0,0,0,0,0,0,0,1
2.0,1025.0,2,66.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,625.0,1,19.0,1,0,0,0,0,0,0,0,0,0,0,1
2.0,750.0,1,52.5,1,0,0,0,0,0,0,0,0,0,0,1
0.0,1475.0,3,78.0,3,0,0,0,0,0,0,0,0,0,0,1
1.0,2230.0,4,130.0,4,0,0,0,0,0,0,0,0,0,0,1
1.0,900.0,2,65.0,2,0,0,0,0,0,0,0,0,0,0,1
0.0,948.0,2,75.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,970.0,2,55.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1760.0,3,127.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1914.0,3,179.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1820.0,3,93.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,924.0,2,76.23,2,0,0,0,0,0,0,0,0,0,0,1
2.0,914.0,2,49.0,2,0,0,0,0,0,0,0,0,0,0,1
0.0,500.0,1,17.0,1,0,0,0,0,0,0,0,0,0,0,1
2.0,1255.0,2,120.0,2,0,0,0,0,0,0,0,0,0,0,1
1.0,2273.0,4,220.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,2400.0,4,152.0,4,0,0,0,0,0,0,0,0,0,0,1
0.0,3160.0,4,206.0,4,0,0,0,0,0,0,0,0,0,0,1
2.0,1769.0,3,96.87,3,0,0,0,0,0,0,0,0,0,0,1
0.0,627.0,1,30.0,1,0,0,0,0,0,0,0,0,0,0,1
2.0,2400.0,3,260.0,3,0,0,0,0,0,0,0,0,0,0,1
0.0,1620.0,3,130.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1235.0,2,65.0,2,0,0,0,0,0,0,0,0,0,0,1
1.0,922.0,2,70.0,2,0,0,0,0,0,0,0,0,0,0,1
0.0,850.0,2,72.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1123.0,2,64.0,2,0,0,0,0,0,0,0,0,0,0,1
1.0,1200.0,1,65.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,2010.0,3,125.0,4,0,0,0,0,0,0,0,0,0,0,1
2.0,1265.0,2,67.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1224.0,2,70.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1233.0,2,100.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1312.0,2,69.0,2,0,0,0,0,0,0,0,0,0,0,1
1.0,2100.0,5,150.0,5,0,0,0,0,0,0,0,0,0,0,1
2.0,1200.0,2,78.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1000.0,2,58.0,2,0,0,0,0,0,0,0,0,0,0,1
1.0,2400.0,5,190.0,4,0,0,0,0,0,0,0,0,0,0,1
2.0,1290.0,2,80.0,2,0,0,0,0,0,0,0,0,0,0,1
0.0,1100.0,2,57.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,2774.0,4,208.0,4,0,0,0,0,0,0,0,0,0,0,1
2.0,1295.0,2,95.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1200.0,1,95.0,1,0,0,0,0,0,0,0,0,0,0,1
2.0,1063.0,2,58.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,656.0,1,43.0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,1936.0,3,110.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1680.0,3,101.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,2100.0,4,145.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1652.5,3,90.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1381.0,2,76.18,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1685.0,3,95.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1200.0,2,75.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1257.0,2,71.03,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1465.0,3,75.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1650.0,3,111.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1300.0,2,82.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,2159.0,3,110.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1130.0,2,60.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,2384.0,4,165.0,3,0,0,0,0,0,0,0,0,0,0,1
0.0,2017.0,3,105.0,3,0,0,0,0,0,0,0,0,0,0,1
1.0,1500.0,3,138.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,700.0,2,43.0,2,0,0,0,0,0,0,0,0,0,0,1
2.0,1302.0,2,68.5,2,0,0,0,0,0,0,0,0,0,0,1
0.0,1350.0,3,71.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1380.0,2,95.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1620.0,3,110.0,3,0,0,0,0,0,0,0,0,0,0,1
1.0,800.0,4,88.0,3,0,0,0,0,0,0,0,0,0,0,1
0.0,1750.0,3,170.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,997.0,3,55.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1760.0,3,111.0,3,0,0,0,0,0,0,0,0,0,0,1
1.0,1365.0,3,99.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,1500.0,3,125.0,3,0,0,0,0,0,0,0,0,0,0,1
2.0,941.0,2,48.0,2,0,0,0,0,0,0,0,0,0,0,1
1.0,5000.0,4,465.0,4,0,0,0,0,0,0,0,0,0,0,1
2.0,1414.0,2,84.18,2,0,0,0,0,0,0,0,0,0,0,1
1.0,800.0,2,80.0,3,0,0,0,0,0,0,0,0,0,0,1
